timestamp,value
2022-01-01,0.030471707975443137
2022-01-02,0.935560043464747
2022-01-03,2.1087283349596464
2022-01-04,3.032982733101487
2022-01-05,3.520620608521587
2022-01-06,4.199909068235961
2022-01-07,4.768066621792496
2022-01-08,4.940985217607008
2022-01-09,4.9709293610909375
2022-01-10,4.66997818871841
2022-01-11,4.418066816408476
2022-01-12,3.793503320929867
2022-01-13,2.945529331218488
2022-01-14,2.1464073360758054
2022-01-15,1.0863093883140031
2022-01-16,-0.08592924628832321
2022-01-17,-1.0026833756805456
2022-01-18,-2.129571475461899
2022-01-19,-2.8510812313316376
2022-01-20,-3.7207167184855954
2022-01-21,-4.348613255276718
2022-01-22,-4.823375535916162
2022-01-23,-4.850355342973963
2022-01-24,-4.988062425048247
2022-01-25,-4.798115363692079
2022-01-26,-4.365340373971018
2022-01-27,-3.6624932088316378
2022-01-28,-2.902381855025959
2022-01-29,-1.992409954219406
2022-01-30,-0.9964763537880111
2022-01-31,0.2141647600870449
2022-02-01,0.998916952450331
2022-02-02,1.9824589424718448
2022-02-03,2.8575489886375767
2022-02-04,3.777322069644518
2022-02-05,4.443024248194281
2022-02-06,4.74388783571028
2022-02-07,4.888593829145114
2022-02-08,4.890161355272243
2022-02-09,4.820341860258238
2022-02-10,4.40445243604254
2022-02-11,3.770039554217496
2022-02-12,2.872375290733497
2022-02-13,2.0568993476856776
2022-02-14,1.0512270350028772
2022-02-15,0.02186885967290313
2022-02-16,-0.9524155762939729
2022-02-17,-2.0113236605015254
2022-02-18,-2.8710349051551747
2022-02-19,-3.7089662204380787
2022-02-20,-4.301215079053191
2022-02-21,-4.692153758891913
2022-02-22,-5.118325058826932
2022-02-23,-5.004576598477097
2022-02-24,-4.802319846905049
2022-02-25,-4.394014803746529
2022-02-26,-3.7432383525096453
2022-02-27,-2.789432130338928
2022-02-28,-2.1202663269483306
2022-03-01,-0.9427306186296569
2022-03-02,-0.16828697716158292
2022-03-03,1.0060699510902138
2022-03-04,2.0499585218894936
