timestamp,value
2020-01-01,336.0
2020-01-02,327.0
2020-01-03,348.0
2020-01-04,349.0
2020-01-05,346.0
2020-01-06,339.0
2020-01-07,338.0
2020-01-08,380.0
2020-01-09,355.0
2020-01-10,375.0
2020-01-11,380.0
2020-01-12,562.0
2020-01-13,450.0
2020-01-14,373.0
2020-01-15,349.0
2020-01-16,350.0
2020-01-17,318.0
2020-01-18,323.0
2020-01-19,345.0
2020-01-20,333.0
2020-01-21,328.0
2020-01-22,328.0
2020-01-23,327.0
2020-01-24,327.0
2020-01-25,323.0
2020-01-26,300.0
2020-01-27,281.0
2020-01-28,223.0
2020-01-29,220.0
2020-01-30,227.0
2020-01-31,233.0
2020-02-01,243.0
2020-02-02,252.0
2020-02-03,262.0
2020-02-04,272.0
2020-02-05,280.0
2020-02-06,314.0
2020-02-07,295.0
2020-02-08,275.0
2020-02-09,291.0
2020-02-10,291.0
2020-02-11,251.0
2020-02-12,235.0
2020-02-13,236.0
2020-02-14,238.0
2020-02-15,242.0
2020-02-16,251.0
2020-02-17,253.0
2020-02-18,258.0
2020-02-19,267.0
2020-02-20,271.0
2020-02-21,280.0
2020-02-22,285.0
2020-02-23,287.0
2020-02-24,292.0
2020-02-25,321.0
2020-02-26,315.0
2020-02-27,321.0
2020-02-28,293.0
2020-02-29,293.0
2020-03-01,304.0
2020-03-02,308.0
2020-03-03,316.0
2020-03-04,309.0
2020-03-05,304.0
2020-03-06,307.0
2020-03-07,307.0
2020-03-08,311.0
2020-03-09,312.0
2020-03-11,307.0
2020-03-14,319.0
2020-03-15,315.0
2020-03-16,314.0
2020-03-17,312.0
2020-03-18,314.0
2020-03-19,336.0
2020-03-20,309.0
2020-03-21,309.0
2020-03-22,306.0
2020-03-23,305.0
2020-03-24,300.0
2020-03-25,294.0
2020-03-26,289.0
2020-03-27,273.0
2020-03-28,290.0
2020-03-29,266.0
2020-03-30,261.0
2020-03-31,253.0
2020-04-01,255.0
2020-04-02,244.0
2020-04-03,245.0
2020-04-04,252.0
2020-04-05,256.0
2020-04-06,262.0
2020-04-07,277.0
2020-04-08,280.0
2020-04-09,284.0
2020-04-10,278.0
2020-04-11,278.0
2020-04-12,278.0
2020-04-13,287.0
2020-04-14,236.0
2020-04-15,237.0
2020-04-16,230.0
2020-04-17,209.0
2020-04-18,207.0
2020-04-19,200.0
2020-04-20,204.0
2020-04-21,210.0
2020-04-22,217.0
2020-04-23,237.0
2020-04-24,252.0
2020-04-25,231.0
2020-04-26,253.0
2020-04-27,239.0
2020-04-28,240.0
2020-04-29,240.0
2020-04-30,233.0
2020-05-01,197.0
2020-05-02,188.0
2020-05-03,168.0
2020-05-04,179.0
2020-05-13,241.0
2020-05-14,249.0
2020-05-15,256.0
2020-05-16,261.0
2020-05-17,265.0
2020-05-18,270.0
2020-05-19,274.0
2020-05-20,279.0
2020-05-21,284.0
2020-05-22,308.0
2020-05-23,300.0
2020-05-24,288.0
2020-05-25,294.0
2020-05-26,300.0
2020-05-27,294.0
2020-05-28,284.0
2020-05-29,282.0
2020-05-30,254.0
2020-05-31,249.0
2020-06-01,252.0
2020-06-02,254.0
2020-06-03,256.0
2020-06-04,261.0
2020-06-05,264.0
2020-06-06,249.0
2020-06-07,247.0
2020-06-08,248.0
2020-06-09,272.0
2020-06-10,281.0
2020-06-11,266.0
2020-06-12,252.0
2020-06-13,269.0
2020-06-14,269.0
2020-06-15,267.0
2020-06-16,269.0
2020-06-17,283.0
2020-06-19,283.0
2020-06-22,311.0
2020-06-23,292.0
2020-06-25,248.0
2020-06-27,244.0
2020-06-30,263.0
2020-07-01,270.0
2020-07-03,283.0
2020-07-04,286.0
2020-07-05,286.0
2020-07-06,293.0
2020-07-07,293.0
2020-07-09,287.0
2020-07-10,294.0
2020-07-11,304.0
2020-07-12,313.0
2020-07-13,321.0
2020-07-14,322.0
2020-07-20,342.0
2020-07-25,318.0
2020-08-04,336.0
2020-08-18,316.0
2020-08-19,320.0
2020-08-20,332.0
2020-08-21,297.0
2020-08-22,288.0
2020-08-23,280.0
2020-08-24,266.0
2020-08-25,267.0
2020-08-26,266.0
2020-08-27,275.0
2020-08-28,286.0
2020-08-29,291.0
2020-08-30,294.0
2020-08-31,290.0
2020-09-01,294.0
2020-09-02,296.0
2020-09-03,302.0
2020-09-04,298.0
2020-09-05,295.0
2020-09-06,308.0
2020-09-07,316.0
2020-09-08,318.0
2020-09-09,321.0
2020-09-10,319.0
2020-09-11,280.0
2020-09-12,295.0
2020-09-13,298.0
2020-09-14,302.0
2020-09-15,305.0
2020-09-16,299.0
2020-09-17,317.0
2020-09-19,335.0
2020-09-20,334.0
2020-09-21,331.0
2020-09-22,335.0
2020-09-23,333.0
2020-09-24,337.0
2020-09-25,344.0
2020-09-26,357.0
2020-09-27,363.0
2020-09-28,354.0
2020-09-29,359.0
2020-09-30,362.0
2020-10-01,362.0
2020-10-02,362.0
2020-10-03,365.0
2020-10-04,357.0
2020-10-05,364.0
2020-10-06,367.0
2020-10-07,374.0
2020-10-08,383.0
2020-10-09,383.0
2020-10-10,376.0
2020-10-11,372.0
2020-10-12,382.0
2020-10-13,346.0
2020-10-14,351.0
2020-10-15,348.0
2020-10-20,358.0
2020-10-21,367.0
2020-10-22,376.0
2020-10-23,371.0
2020-10-24,368.0
2020-10-25,369.0
2020-10-26,375.0
2020-10-27,379.0
2020-10-28,380.0
2020-10-29,379.0
2020-11-03,380.0
2020-11-04,380.0
2020-11-05,374.0
2020-11-06,366.0
2020-11-07,345.0
2020-11-08,346.0
2020-11-09,343.0
2020-11-14,310.0
2020-11-15,334.0
2020-11-16,346.0
2020-11-17,318.0
2020-11-18,299.0
2020-11-19,299.0
2020-11-20,287.0
2020-11-21,286.0
2020-11-22,289.0
2020-11-23,299.0
2020-11-24,305.0
2020-11-25,307.0
2020-11-26,318.0
2020-11-27,322.0
2020-11-28,324.0
2020-11-29,328.0
2020-11-30,327.0
2020-12-01,298.0
2020-12-02,293.0
2020-12-03,327.0
2020-12-04,333.0
2020-12-05,342.0
2020-12-06,280.0
2020-12-07,276.0
2020-12-08,274.0
2020-12-09,278.0
2020-12-10,277.0
2020-12-11,279.0
2020-12-12,287.0
2020-12-13,290.0
2020-12-14,295.0
2020-12-15,254.0
2020-12-16,1400.0
2020-12-17,1360.0
2020-12-18,618.0
2020-12-19,479.0
2020-12-20,382.0
2020-12-21,366.0
2020-12-22,339.0
2020-12-23,322.0
2020-12-24,480.0
2020-12-25,326.0
2020-12-26,237.0
2020-12-27,208.0
2020-12-28,200.0
2020-12-29,206.0
2020-12-30,221.0
2020-12-31,236.0
